Subject,MID,MutationOperator,OperatorBefore,OperatorAfter,Class,Method,Line,CharOffset,OriginalCode,MutatedCode,EquiManualBin
JxPath-22f,14228,LVR,FALSE,TRUE,org.apache.commons.jxpath.ri.model.beans.PropertyPointer,equals(java.lang.Object),241,7132,false,true,False
JxPath-22f,14308,LVR,FALSE,TRUE,org.apache.commons.jxpath.ri.axes.SelfContext,setPosition(int),77,2426,false,true,False
JxPath-22f,14476,LVR,0,NEG,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,"doStepNoPredicatesStandard(org.apache.commons.jxpath.ri.EvalContext,org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.compiler.Step[],int)",269,11074,0,-1,True
JxPath-22f,14491,ROR,"==(int,int)","<(int,int)",org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,"doStepNoPredicatesStandard(org.apache.commons.jxpath.ri.EvalContext,org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.compiler.Step[],int)",275,11352,steps.length == currentStep + 1,steps.length < currentStep + 1,False
JxPath-22f,14492,ROR,"==(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,"doStepNoPredicatesStandard(org.apache.commons.jxpath.ri.EvalContext,org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.compiler.Step[],int)",275,11352,steps.length == currentStep + 1,steps.length <= currentStep + 1,False
JxPath-22f,14735,ROR,">(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,"doPredicateName(org.apache.commons.jxpath.ri.EvalContext,org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.compiler.Step[],int,org.apache.commons.jxpath.ri.compiler.Expression[],int)",555,21948,quality > bestQuality,quality <= bestQuality,False
JxPath-22f,14741,STD,<ASSIGN>,<NO-OP>,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,"doPredicateName(org.apache.commons.jxpath.ri.EvalContext,org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.compiler.Step[],int,org.apache.commons.jxpath.ri.compiler.Expression[],int)",557,22064,bestQuality = quality;,<NO-OP>,False
JxPath-22f,14745,STD,<RETURN>,<NO-OP>,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,"doPredicateName(org.apache.commons.jxpath.ri.EvalContext,org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.compiler.Step[],int,org.apache.commons.jxpath.ri.compiler.Expression[],int)",562,22194,return bestMatch;,<NO-OP>,False
JxPath-22f,15350,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer,setValue(java.lang.Object),133,4652,index == WHOLE_COLLECTION,false,False
JxPath-22f,15361,LVR,FALSE,TRUE,org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer,isDynamicPropertyDeclarationSupported(),177,6190,false,true,False
JxPath-22f,15424,EVR,<IDENTIFIER(int)>,<DEFAULT>,org.apache.commons.jxpath.ri.compiler.CoreFunction,getFunctionCode(),63,2221,functionCode,0,False
JxPath-22f,15512,ROR,"==(int,int)","<(int,int)",org.apache.commons.jxpath.ri.compiler.CoreFunction,computeContextDependent(),195,6463,args.length == 0,args.length < 0,False
JxPath-22f,15515,ROR,"==(int,int)",">=(int,int)",org.apache.commons.jxpath.ri.compiler.CoreFunction,computeContextDependent(),195,6463,args.length == 0,args.length >= 0,False
JxPath-22f,15620,ROR,"!=(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.compiler.CoreFunction,functionLast(org.apache.commons.jxpath.ri.EvalContext),331,11705,old != 0,old <= 0,False
JxPath-22f,15621,ROR,"!=(int,int)","==(int,int)",org.apache.commons.jxpath.ri.compiler.CoreFunction,functionLast(org.apache.commons.jxpath.ri.EvalContext),331,11705,old != 0,old == 0,False
JxPath-22f,15624,ROR,"!=(int,int)","FALSE(int,int)",org.apache.commons.jxpath.ri.compiler.CoreFunction,functionLast(org.apache.commons.jxpath.ri.EvalContext),331,11709,old != 0,false,False
JxPath-22f,15785,ROR,"<(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.compiler.CoreFunction,functionConcat(org.apache.commons.jxpath.ri.EvalContext),527,17928,getArgumentCount() < 2,getArgumentCount() <= 2,True
JxPath-22f,16180,STD,<RETURN>,<NO-OP>,org.apache.commons.jxpath.ri.compiler.CoreFunction,functionCeiling(org.apache.commons.jxpath.ri.EvalContext),851,27672,return new Double(v);,<NO-OP>,False
JxPath-22f,16235,COR,"||(boolean,boolean)","&&(boolean,boolean)",org.apache.commons.jxpath.ri.compiler.CoreFunction,"assertArgRange(int,int)",925,29944,ct < min || ct > max,ct < min && ct > max,False
JxPath-22f,16367,ROR,"<(int,int)","!=(int,int)",org.apache.commons.jxpath.ri.compiler.CoreOperationAnd,computeValue(org.apache.commons.jxpath.ri.EvalContext),39,1377,i < args.length,i != args.length,True
JxPath-22f,16469,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,"equal(java.lang.Object,java.lang.Object)",186,5579,l instanceof String || r instanceof String,l instanceof String != r instanceof String,True
JxPath-22f,16476,STD,<ASSIGN>,<NO-OP>,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,"equal(java.lang.Object,java.lang.Object)",187,5641,l = InfoSetUtil.stringValue(l);,<NO-OP>,False
JxPath-22f,16541,STD,<RETURN>,<NO-OP>,org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,"compute(java.lang.Object,java.lang.Object)",82,2768,"return findMatch((Iterator)left, (Iterator)right);",<NO-OP>,False
JxPath-22f,16669,EVR,<IDENTIFIER(int)>,<DEFAULT>,org.apache.commons.jxpath.ri.compiler.CoreOperationOr,getPrecedence(),48,1637,OR_PRECEDENCE,0,True
JxPath-22f,16747,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.jxpath.ri.compiler.ExpressionPath,toString(),107,3472,expression instanceof CoreOperation || expression instanceof ExpressionPath || expression instanceof LocationPath,(expression instanceof CoreOperation || expression instanceof ExpressionPath) != expression instanceof LocationPath,False
JxPath-22f,16921,STD,<BREAK>,<NO-OP>,org.apache.commons.jxpath.ri.compiler.Path,isSimplePath(),88,3120,break;,<NO-OP>,False
JxPath-22f,16939,ROR,"!=(int,int)","FALSE(int,int)",org.apache.commons.jxpath.ri.compiler.Path,isSimpleStep(org.apache.commons.jxpath.ri.compiler.Step),109,3826,nodeType != Compiler.NODE_TYPE_NODE,false,False
JxPath-22f,16942,STD,<RETURN>,<NO-OP>,org.apache.commons.jxpath.ri.compiler.Path,isSimpleStep(org.apache.commons.jxpath.ri.compiler.Step),110,3872,return false;,<NO-OP>,False
JxPath-22f,17003,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.jxpath.ri.compiler.Path,areBasicPredicates(org.apache.commons.jxpath.ri.compiler.Expression[]),140,5052,((NameAttributeTest)predicates[i]).getNameTestExpression().isContextDependent(),false,False
JxPath-22f,17014,STD,<RETURN>,<NO-OP>,org.apache.commons.jxpath.ri.compiler.Path,areBasicPredicates(org.apache.commons.jxpath.ri.compiler.Expression[]),149,5337,return false;,<NO-OP>,False
JxPath-22f,17194,LVR,<CLASS>,<EMPTY>,org.apache.commons.jxpath.ri.compiler.ExtensionFunction,computeValue(org.apache.commons.jxpath.ri.EvalContext),99,3148,"""No such function: ""","""""",False
JxPath-22f,17326,ROR,"<(int,int)","!=(int,int)",org.apache.commons.jxpath.ri.compiler.TreeCompiler,toStepArray(java.lang.Object[]),180,5743,i < stepArray.length,i != stepArray.length,True
JxPath-22f,17480,ROR,"!=(int,int)",">=(int,int)",org.apache.commons.jxpath.ri.model.VariablePointer,"createChild(org.apache.commons.jxpath.JXPathContext,org.apache.commons.jxpath.ri.QName,int)",178,5584,index != 0,index >= 0,False
JxPath-22f,17623,AOR,"+(int,int)","*(int,int)",org.apache.commons.jxpath.ri.model.VariablePointer,hashCode(),283,8906,(actual ? System.identityHashCode(variables) : 0) + name.hashCode() + index,((actual ? System.identityHashCode(variables) : 0) + name.hashCode()) * index,False
JxPath-22f,17675,AOR,"+(int,int)","/(int,int)",org.apache.commons.jxpath.ri.model.VariablePointer,asPath(),309,9643,index + 1,index / 1,False
JxPath-22f,17692,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.VariablePointer,asPath(),314,9788,getNode() == null || isCollection(),isCollection(),False
JxPath-22f,17740,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.NullPointer,hashCode(),122,3401,name == null,true,False
JxPath-22f,17763,COR,"&&(boolean,boolean)","||(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.NullPointer,equals(java.lang.Object),135,3720,name != null && name.equals(other.name),name != null || name.equals(other.name),False
JxPath-22f,17883,AOR,"-(int,int)","*(int,int)",org.apache.commons.jxpath.ri.model.beans.BeanAttributeIterator,setPosition(int),66,2360,position - 1,position * 1,False
JxPath-22f,17938,ROR,"==(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.model.beans.PropertyIterator,"<init>(org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer,java.lang.String,boolean,org.apache.commons.jxpath.ri.model.NodePointer)",76,2931,this.startIndex == NodePointer.WHOLE_COLLECTION,this.startIndex <= NodePointer.WHOLE_COLLECTION,True
JxPath-22f,17984,COR,<IDENTIFIER(boolean)>,FALSE,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,getNodePointer(),105,3617,targetReady,false,False
JxPath-22f,17991,LVR,POS,NEG,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,getNodePointer(),114,3914,1,-1,False
JxPath-22f,17993,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,getNodePointer(),114,3913,setPosition(1),true,False
JxPath-22f,18168,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.PropertyIterator,setPositionAllProperties(int),220,6962,index <= position && position < index + length,position < index + length,False
JxPath-22f,18307,LVR,0,POS,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,prepareForIndividualProperty(java.lang.String),273,8708,0,1,False
JxPath-22f,18383,ROR,"!=(int,int)","<(int,int)",org.apache.commons.jxpath.ri.model.beans.PropertyIterator,prepareForIndividualProperty(java.lang.String),300,9732,i != startPropertyIndex,i < startPropertyIndex,True
JxPath-22f,18487,COR,"||(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.BeanPointer,equals(java.lang.Object),125,3598,(name == null && other.name != null) || (name != null && !name.equals(other.name)),false,False
JxPath-22f,18650,ROR,"!=(int,int)",">(int,int)",org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,setIndex(int),132,4213,index != 0,index > 0,False
JxPath-22f,18675,ROR,"==(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,getImmediateNode(),148,4756,index == WHOLE_COLLECTION,index <= WHOLE_COLLECTION,True
JxPath-22f,18683,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,getImmediateNode(),153,4967,pd == null,false,False
JxPath-22f,18727,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,isCollection(),187,5788,value != null && ValueUtils.isCollection(value),value != null == ValueUtils.isCollection(value),False
JxPath-22f,18735,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,getLength(),197,6091,pd == null,false,False
JxPath-22f,18799,ROR,"==(int,int)",">(int,int)",org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,remove(),256,7894,index == 0,index > 0,False
JxPath-22f,18807,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.BeanPropertyPointer,getPropertyName(),267,8162,propertyName == null,true,False
JxPath-22f,18966,AOR,"-(int,int)","+(int,int)",org.apache.commons.jxpath.ri.model.beans.CollectionNodeIterator,prepare(),116,3767,collection.size() - 1,collection.size() + 1,False
JxPath-22f,18971,STD,<CALL>,<NO-OP>,org.apache.commons.jxpath.ri.model.beans.CollectionNodeIterator,prepare(),119,3852,collection.remove(0);,<NO-OP>,False
JxPath-22f,18978,ROR,"==(java.lang.Object,java.lang.Object)","!=(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.CollectionPointer,isLeaf(),82,2605,value == null,value != null,False
JxPath-22f,18994,ROR,"!=(int,int)","TRUE(int,int)",org.apache.commons.jxpath.ri.model.beans.CollectionPointer,isContainer(),86,2746,index != WHOLE_COLLECTION,true,False
JxPath-22f,19056,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.CollectionPointer,equals(java.lang.Object),159,4752,object == this,false,True
JxPath-22f,19067,ROR,"==(int,int)","<(int,int)",org.apache.commons.jxpath.ri.model.beans.CollectionPointer,equals(java.lang.Object),168,5001,index == other.index,index < other.index,False
JxPath-22f,19104,ROR,"==(int,int)","<(int,int)",org.apache.commons.jxpath.ri.model.beans.CollectionPointer,namespacePointer(java.lang.String),193,5854,index == WHOLE_COLLECTION,index < WHOLE_COLLECTION,False
JxPath-22f,19118,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.CollectionPointer,testNode(org.apache.commons.jxpath.ri.compiler.NodeTest),198,6050,test == null,false,False
JxPath-22f,19126,ROR,"==(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.model.beans.CollectionPointer,testNode(org.apache.commons.jxpath.ri.compiler.NodeTest),204,6247,((NodeTypeTest)test).getNodeType() == Compiler.NODE_TYPE_NODE,((NodeTypeTest)test).getNodeType() <= Compiler.NODE_TYPE_NODE,False
JxPath-22f,19237,COR,"||(boolean,boolean)","==(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.LangAttributePointer,asPath(),85,2490,buffer.length() == 0 || buffer.charAt(buffer.length() - 1) != '/',buffer.length() == 0 == (buffer.charAt(buffer.length() - 1) != '/'),False
JxPath-22f,19267,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.beans.NullElementPointer,equals(java.lang.Object),106,3198,object == this,false,True
JxPath-22f,19285,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.NullElementPointer,equals(java.lang.Object),115,3416,getImmediateParentPointer() == other.getImmediateParentPointer() && index == other.index,getImmediateParentPointer() == other.getImmediateParentPointer() == (index == other.index),False
JxPath-22f,19289,COR,"&&(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.NullElementPointer,equals(java.lang.Object),116,3497,getImmediateParentPointer() == other.getImmediateParentPointer() && index == other.index,true,False
JxPath-22f,19290,COR,"&&(boolean,boolean)","||(boolean,boolean)",org.apache.commons.jxpath.ri.model.beans.NullElementPointer,equals(java.lang.Object),115,3416,getImmediateParentPointer() == other.getImmediateParentPointer() && index == other.index,getImmediateParentPointer() == other.getImmediateParentPointer() || index == other.index,False
JxPath-22f,19323,LVR,<CLASS>,<EMPTY>,org.apache.commons.jxpath.ri.model.beans.NullElementPointer,asPath(),132,3993,"""/.""","""""",False
JxPath-22f,19483,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.jxpath.ri.model.container.ContainerPointer,isCollection(),80,2511,value != null && ValueUtils.isCollection(value),false,False
JxPath-22f,19634,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,testAttr(org.w3c.dom.Attr),86,2869,nodePrefix == null,false,False
JxPath-22f,19648,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,testAttr(org.w3c.dom.Attr),91,3009,"testLocalName.equals(""*"") || testLocalName.equals(nodeLocalName)","testLocalName.equals(""*"") != testLocalName.equals(nodeLocalName)",False
JxPath-22f,19673,STD,<RETURN>,<NO-OP>,org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,testAttr(org.w3c.dom.Attr),100,3343,"return equalStrings(parent.getNamespaceURI(testPrefix), parent.getNamespaceURI(nodePrefix));",<NO-OP>,False
JxPath-22f,19678,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,"equalStrings(java.lang.String,java.lang.String)",113,3739,s1 != null,s1 == null,False
JxPath-22f,19727,ROR,"==(int,int)","<(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMAttributeIterator,getNodePointer(),152,4932,position == 0,position < 0,False
JxPath-22f,19802,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer,getValue(),62,2182,"value == null || (value.equals("""") && !attr.getSpecified())","value == null != (value.equals("""") && !attr.getSpecified())",False
JxPath-22f,19805,COR,"||(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer,getValue(),62,2196,"value == null || (value.equals("""") && !attr.getSpecified())",false,False
JxPath-22f,19827,ROR,"==(int,int)","TRUE(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer,testNode(org.apache.commons.jxpath.ri.compiler.NodeTest),95,2867,((NodeTypeTest)nodeTest).getNodeType() == Compiler.NODE_TYPE_NODE,true,False
JxPath-22f,19852,ROR,"==(int,int)","<(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer,asPath(),114,3368,buffer.length() == 0,buffer.length() < 0,False
JxPath-22f,19876,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.dom.DOMAttributePointer,asPath(),115,3408,buffer.length() == 0 || buffer.charAt(buffer.length() - 1) != '/',buffer.charAt(buffer.length() - 1) != '/',False
JxPath-22f,19978,ROR,"==(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator,getNodePointer(),79,2786,position == 0,position <= 0,False
JxPath-22f,19986,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator,getNodePointer(),80,2831,setPosition(1),true,False
JxPath-22f,20007,LVR,0,NEG,org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator,getNodePointer(),87,2996,0,-1,False
JxPath-22f,20008,STD,<ASSIGN>,<NO-OP>,org.apache.commons.jxpath.ri.model.dom.DOMNamespaceIterator,getNodePointer(),87,2988,index = 0;,<NO-OP>,False
JxPath-22f,20086,ROR,">(int,int)","!=(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMNodeIterator,setPosition(int),76,2419,this.position > position,this.position != position,True
JxPath-22f,20512,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,setValue(java.lang.Object),372,12191,node.getNodeType() == Node.TEXT_NODE || node.getNodeType() == Node.CDATA_SECTION_NODE,node.getNodeType() == Node.TEXT_NODE != (node.getNodeType() == Node.CDATA_SECTION_NODE),False
JxPath-22f,20618,LVR,<CLASS>,<EMPTY>,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,"createChild(org.apache.commons.jxpath.JXPathContext,org.apache.commons.jxpath.ri.QName,int)",439,14707,"""Factory could not create a child node for path: ""","""""",False
JxPath-22f,20640,ROR,"!=(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,"createAttribute(org.apache.commons.jxpath.JXPathContext,org.apache.commons.jxpath.ri.QName)",459,15476,nsr != null,true,False
JxPath-22f,20721,STD,<CALL>,<NO-OP>,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,asPath(),523,17917,"buffer.append(""node()"");",<NO-OP>,False
JxPath-22f,20739,STD,<BREAK>,<NO-OP>,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,asPath(),547,18916,break;,<NO-OP>,True
JxPath-22f,20771,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,matchesQName(org.w3c.dom.Node),571,19587,"equalStrings(getNamespaceURI(n), getNamespaceURI()) && equalStrings(node.getLocalName(), n.getLocalName())","equalStrings(node.getLocalName(), n.getLocalName())",False
JxPath-22f,20800,ROR,"==(int,int)","<=(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,getRelativePositionOfTextNode(),600,20398,n.getNodeType() == Node.TEXT_NODE,n.getNodeType() <= Node.TEXT_NODE,False
JxPath-22f,20804,ROR,"==(int,int)","TRUE(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,getRelativePositionOfTextNode(),600,20414,n.getNodeType() == Node.TEXT_NODE,true,False
JxPath-22f,21070,ROR,"!=(int,int)","TRUE(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,"compareChildNodePointers(org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.model.NodePointer)",762,25649,t1 != Node.ATTRIBUTE_NODE,true,False
JxPath-22f,21089,ROR,"==(int,int)","<(int,int)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,"compareChildNodePointers(org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.model.NodePointer)",765,25748,t1 == Node.ATTRIBUTE_NODE,t1 < Node.ATTRIBUTE_NODE,False
JxPath-22f,21121,ROR,"==(java.lang.Object,java.lang.Object)","!=(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,"compareChildNodePointers(org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.model.NodePointer)",770,26020,n == node1,n != node1,False
JxPath-22f,21134,LVR,0,NEG,org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,"compareChildNodePointers(org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.model.NodePointer)",777,26198,0,-1,False
JxPath-22f,21160,STD,<ASSIGN>,<NO-OP>,org.apache.commons.jxpath.ri.model.dom.NamespacePointer,"<init>(org.apache.commons.jxpath.ri.model.NodePointer,java.lang.String,java.lang.String)",59,2006,this.namespaceURI = namespaceURI;,<NO-OP>,False
JxPath-22f,21171,LVR,TRUE,FALSE,org.apache.commons.jxpath.ri.model.dom.NamespacePointer,isLeaf(),90,2603,true,false,False
JxPath-22f,21176,ROR,"==(int,int)","!=(int,int)",org.apache.commons.jxpath.ri.model.dom.NamespacePointer,testNode(org.apache.commons.jxpath.ri.compiler.NodeTest),104,2979,((NodeTypeTest)nodeTest).getNodeType() == Compiler.NODE_TYPE_NODE,((NodeTypeTest)nodeTest).getNodeType() != Compiler.NODE_TYPE_NODE,False
JxPath-22f,21229,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.dom.NamespacePointer,asPath(),113,3284,buffer.length() == 0 || buffer.charAt(buffer.length() - 1) != '/',buffer.charAt(buffer.length() - 1) != '/',False
JxPath-22f,21314,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer,equals(java.lang.Object),113,3343,iThis == iOther && dynaBean == other.dynaBean,dynaBean == other.dynaBean,False
JxPath-22f,21324,ROR,"!=(java.lang.Object,java.lang.Object)","==(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer,"equalObjects(java.lang.Object,java.lang.Object)",127,3713,o1 != null,o1 == null,False
JxPath-22f,21338,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPointer,"equalObjects(java.lang.Object,java.lang.Object)",127,3701,o1 == o2 || o1 != null && o1.equals(o2),o1 == o2,False
JxPath-22f,21393,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer,getPropertyName(),99,3389,propertyIndex >= 0 && propertyIndex < names.length,propertyIndex >= 0,False
JxPath-22f,21423,STD,<BREAK>,<NO-OP>,org.apache.commons.jxpath.ri.model.dynabeans.DynaBeanPropertyPointer,getPropertyIndex(),125,4210,break;,<NO-OP>,False
JxPath-22f,21600,ROR,"!=(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer,equals(java.lang.Object),142,4292,name != null,false,False
JxPath-22f,21608,COR,"&&(boolean,boolean)","||(boolean,boolean)",org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer,equals(java.lang.Object),142,4287,name != null && name.equals(other.name),name != null || name.equals(other.name),False
JxPath-22f,21717,LVR,0,POS,org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer,setPropertyName(java.lang.String),124,4278,0,1,False
JxPath-22f,21719,ROR,"<(int,int)","!=(int,int)",org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer,setPropertyName(java.lang.String),124,4235,"Arrays.binarySearch(names, propertyName) < 0","Arrays.binarySearch(names, propertyName) != 0",False
JxPath-22f,21791,LVR,0,POS,org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer,createPath(org.apache.commons.jxpath.JXPathContext),228,7472,0,1,False
JxPath-22f,21792,LVR,0,NEG,org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer,createPath(org.apache.commons.jxpath.JXPathContext),228,7472,0,-1,False
JxPath-22f,22152,ROR,"<(int,int)","!=(int,int)",org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator,collectNamespaces(org.jdom.Element),70,2389,i < others.size(),i != others.size(),True
JxPath-22f,22164,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator,collectNamespaces(org.jdom.Element),72,2475,ns != null && !prefixes.contains(ns.getPrefix()),ns != null == !prefixes.contains(ns.getPrefix()),False
JxPath-22f,22167,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator,collectNamespaces(org.jdom.Element),72,2489,ns != null && !prefixes.contains(ns.getPrefix()),!prefixes.contains(ns.getPrefix()),False
JxPath-22f,22201,ROR,"<(int,int)","==(int,int)",org.apache.commons.jxpath.ri.model.jdom.JDOMNamespaceIterator,getNodePointer(),91,3037,index < 0,index == 0,False
JxPath-22f,22364,STD,<RETURN>,<NO-OP>,org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator,setPosition(int),96,2987,return false;,<NO-OP>,False
JxPath-22f,22383,ROR,"<(int,int)","!=(int,int)",org.apache.commons.jxpath.ri.model.jdom.JDOMNodeIterator,previous(),120,3668,index < children.size(),index != children.size(),True
JxPath-22f,22559,EVR,<METHOD_INVOCATION(java.lang.Object)>,<DEFAULT>,org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer,"compareChildNodePointers(org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.model.NodePointer)",184,5863,list.get(i),null,False
